LHipAngles,LKneeAngles,LAbsAnkleAngle,LAnkleAngles,RHipAngles,RKneeAngles,RAnkleAngles,RAbsAnkleAngle,LPelvisAngles,RPelvisAngles,LFootProgressAngles,RFootProgressAngles,          ,         ,LHipPower,   ,           ,LKneePower,   ,            ,LAnklePower,   ,            ,RHipPower,   ,           ,RKneePower,   ,            ,RAnklePower,   ,            ,LAnkleForce,            ,            ,RAnkleForce,           ,           ,RKneeForce,          ,       ,LKneeForce,           ,       ,RHipForce,        ,      ,LHipForce,       ,      ,LAnkleMoment,           ,          ,RAnkleMoment,           ,          ,RKneeMoment,        ,           ,LKneeMoment,        ,         ,RHipMoment,        ,        ,LHipMoment,        ,
5.963,10.342,4.389,4.5964,-9.4309,24.7979,27.5905,22.6498,1.8928,1.8928,-92.3544,-81.9713,-10.72,1.0349,0,0,-0.018476,0,0,-0.0068871,0,0,0.0022029,0,0,0.034164,0,0,0.10644,0,0,0.00069562,-0.16924,-0.011065,0.00043847,-0.14587,-0.03279,-0.0034815,-0.13355,-0.16565,0.65397,-0.071704,0.025699,0.6343,0.30655,-0.455,1.642,0.1068,0.51295,1.5698,-26.9577,1.0822E-15,-1.551,-11.5511,9.9795E-16,4.0178,-44.0633,46.7149,2.1989,14.1743,-5.9382,0.088163,-119.9056,161.8687,-17.6641,-27.7896,151.5476,4.8969
5.4282,10.8359,4.5825,4.7706,-8.9723,26.4028,26.9746,22.4313,1.7707,1.7707,-91.6341,-80.2628,-10.4825,0.96449,0,0,-0.012509,0,0,-0.0039377,0,0,0.0054702,0,0,0.040686,0,0,0.12904,0,0,-0.00038511,-0.16301,-0.011356,-0.00043894,-0.14661,-0.032423,-0.0065193,-0.14622,-0.17656,0.65944,-0.082075,0.019076,0.62367,0.3368,-0.46678,1.6421,0.081012,0.49108,1.5634,-25.0793,-8.7457E-16,-1.6048,-10.4811,-1.9959E-16,4.4632,-48.722,47.1142,2.8374,10.7928,-5.7549,-0.17741,-128.8926,166.2796,-18.062,-18.9017,144.3449,3.7603
4.8406,11.223,4.9125,5.0861,-8.31,28.271,25.9104,21.8982,1.6509,1.6509,-91.112,-78.1341,-9.9351,0.82003,0,0,-0.0073402,0,0,-0.0018156,0,0,0.007037,0,0,0.04549,0,0,0.15487,0,0,-0.0013403,-0.15657,-0.011246,-0.00068295,-0.14854,-0.030523,-0.01211,-0.16792,-0.18657,0.66272,-0.08925,0.011964,0.61319,0.36288,-0.47713,1.6428,0.059189,0.4686,1.556,-23.0883,-8.5333E-16,-1.5531,-9.8819,-9.9795E-16,4.8337,-55.3772,46.5409,3.3979,7.7721,-5.5431,-0.33951,-132.642,170.4763,-18.3818,-12.2796,137.2917,2.7963
4.2099,11.5056,5.3181,5.4785,-7.4429,30.3954,24.3625,20.992,1.5369,1.5369,-90.7283,-75.5443,-9.0807,0.57032,0,0,-0.0033764,0,0,-0.00047251,0,0,0.0073182,0,0,0.045844,0,0,0.18435,0,0,-0.0029757,-0.15095,-0.01103,-0.00042653,-0.1524,-0.026993,-0.020681,-0.19959,-0.19367,0.66373,-0.093617,0.0045379,0.60437,0.38376,-0.48449,1.6458,0.041297,0.44638,1.5491,-21.318,5.5423E-16,-1.4727,-10.1872,-5.9877E-16,5.0501,-63.9033,44.5955,3.7776,5.3793,-5.4708,-0.44528,-130.7644,173.7878,-18.5341,-8.0015,130.4883,2.0586
3.5478,11.6894,5.7462,5.8931,-6.3755,32.7629,22.3429,19.6832,1.4316,1.4316,-90.4295,-72.4848,-7.9658,0.18512,0,0,-0.000697,0,0,0.00029751,0,0,0.0068431,0,0,0.040172,0,0,0.21646,0,0,-0.0069631,-0.14675,-0.010918,0.00011665,-0.15877,-0.021903,-0.032073,-0.24066,-0.19553,0.66234,-0.095847,-0.003047,0.59797,0.39956,-0.48759,1.6524,0.026956,0.42502,1.5441,-19.9686,-1.0279E-15,-1.4118,-11.8659,5.9877E-16,4.981,-73.4854,40.8603,3.8586,3.6365,-5.631,-0.53046,-124.0558,175.5988,-18.4391,-5.7127,123.9667,1.5386
2.8664,11.7829,6.1584,6.2912,-5.1184,35.3532,19.9293,17.9909,1.3375,1.3375,-90.1754,-68.9984,-6.6856,-0.3587,0,0,0.00094618,0,0,0.00069754,0,0,0.0060419,0,0,0.029719,0,0,0.24731,0,0,-0.015194,-0.14409,-0.010977,0.00070246,-0.16772,-0.015491,-0.045129,-0.28812,-0.18953,0.65818,-0.096707,-0.010515,0.59406,0.41182,-0.48509,1.6618,0.015369,0.4051,1.5412,-19.099,-1.7194E-16,-1.3842,-15.2302,4.9898E-16,4.4878,-82.434,34.9689,3.5613,2.3962,-6.0125,-0.60955,-114.8492,174.9988,-17.9819,-4.7608,117.8751,1.1836
2.178,11.797,6.5322,6.6509,-3.6879,38.1389,17.2736,15.9982,1.2566,1.2566,-89.94,-65.1948,-5.3759,-1.0691,0,0,0.0019117,0,0,0.0008548,0,0,0.0051915,0,0,0.019597,0,0,0.26926,0,0,-0.027863,-0.14277,-0.011151,0.0011483,-0.1782,-0.0083412,-0.05749,-0.33596,-0.17339,0.65005,-0.09681,-0.017417,0.59219,0.42354,-0.47559,1.6705,0.0059913,0.38738,1.5402,-18.6617,3.7926E-16,-1.3816,-20.1689,-7.9836E-16,3.5448,-88.2145,26.9026,2.9291,1.4682,-6.5092,-0.68131,-106.8767,170.7255,-16.9993,-4.5404,112.5287,0.92576
1.4939,11.744,6.8599,6.965,-2.1055,41.0831,14.586,13.8529,1.1905,1.1905,-89.7111,-61.2514,-4.1862,-1.933,0,0,0.0026485,0,0,0.00083515,0,0,0.0044465,0,0,0.01705,0,0,0.27253,0,0,-0.04163,-0.14241,-0.011349,0.0013173,-0.1879,-0.0015119,-0.066088,-0.37604,-0.14646,0.63568,-0.096724,-0.023237,0.59169,0.43727,-0.45825,1.6717,-0.0019045,0.37262,1.5403,-18.5516,5.5896E-16,-1.3927,-25.9808,-4.9898E-17,2.3182,-88.0639,17.4602,2.1297,0.6451,-6.9762,-0.74321,-103.9209,161.6799,-15.4166,-4.426,108.3248,0.68595
0.82386,11.6371,7.1452,7.2378,-0.39725,44.1383,12.0935,11.7453,1.1398,1.1398,-89.4862,-57.3941,-3.2405,-2.9169,0,0,0.0035286,0,0,0.00067322,0,0,0.0038893,0,0,0.027751,0,0,0.24903,0,0,-0.050554,-0.14263,-0.011485,0.0011593,-0.19375,0.00372,-0.068177,-0.40034,-0.11079,0.61202,-0.096893,-0.027589,0.59191,0.45364,-0.43357,1.6577,-0.0088677,0.36148,1.5408,-18.6451,8.6078E-17,-1.4089,-31.5028,-1.0977E-15,1.1012,-80.0059,8.35,1.3447,-0.22961,-7.2925,-0.7949,-108.1963,147.4441,-13.3408,-3.9379,105.5975,0.40261
0.17536,11.4895,7.3988,7.4805,1.4077,47.2438,9.988,9.8679,1.1045,1.1045,-89.2695,-53.8592,-2.601,-3.9739,0,0,0.0047996,0,0,0.00040445,0,0,0.0035526,0,0,0.05202,0,0,0.19757,0,0,-0.050137,-0.14308,-0.011508,0.00073722,-0.19319,0.006391,-0.062606,-0.40428,-0.071329,0.57697,-0.097551,-0.030333,0.5923,0.47064,-0.40397,1.623,-0.015562,0.35412,1.5409,-18.8241,1.0327E-15,-1.4275,-35.5571,-3.9918E-16,0.15684,-63.9689,1.6904,0.67208,-1.2213,-7.4,-0.84008,-119.1514,128.857,-10.9907,-2.7388,104.4251,0.048609
-0.44627,11.3128,7.6344,7.7068,3.2786,50.3251,8.3889,8.3708,1.0841,1.0841,-89.0678,-50.8516,-2.2557,-5.0552,0,0,0.0065581,0,0,0.000071061,0,0,0.0034197,0,0,0.084315,0,0,0.12685,0,0,-0.040721,-0.1435,-0.011461,0.00014207,-0.18533,0.0064067,-0.050456,-0.38879,-0.034306,0.53103,-0.09883,-0.031646,0.59252,0.48525,-0.37302,1.5681,-0.022304,0.35033,1.5404,-18.9901,-8.5801E-16,-1.4591,-37.4197,0,-0.42099,-42.2106,-1.0156,0.11426,-2.3593,-7.3329,-0.89386,-133.7636,107.9674,-8.481,-0.65663,104.6365,-0.38793
-1.0382,11.1171,7.8644,7.9289,5.1848,53.2954,7.3344,7.3324,1.0777,1.0777,-88.8874,-48.5143,-2.1328,-6.1197,0,0,0.008795,0,0,-0.00029358,0,0,0.0034392,0,0,0.11583,0,0,0.053407,0,0,-0.02678,-0.14371,-0.011418,-0.00053679,-0.17118,0.0045126,-0.034584,-0.35976,-0.0049846,0.47767,-0.10075,-0.031881,0.5924,0.49535,-0.34447,1.4985,-0.029396,0.34951,1.539,-19.0778,-4.8494E-16,-1.5109,-37.0252,7.9836E-16,-0.70987,-18.6464,0.42408,-0.36091,-3.641,-7.1751,-0.96631,-148.0901,87.7013,-5.8613,2.3748,105.8562,-0.89831
-1.6,10.9097,8.0974,8.1555,7.0972,56.0605,6.7951,6.7554,1.0844,1.0844,-88.7316,-46.918,-2.1332,-7.1371,0,0,0.011342,0,0,-0.00066298,0,0,0.003547,0,0,0.13848,0,0,-0.0054431,0,0,-0.013308,-0.14365,-0.011413,-0.0011863,-0.1532,0.0016696,-0.018442,-0.32545,0.013868,0.42237,-0.1031,-0.031527,0.5918,0.50143,-0.32113,1.4229,-0.036722,0.35077,1.5366,-19.0681,-7.0744E-16,-1.5728,-34.8655,-7.9836E-16,-0.84036,2.5126,5.0277,-0.75404,-4.9932,-7.0377,-1.0485,-159.2252,71.1881,-3.4473,6.1727,107.5698,-1.4333
-2.1328,10.6957,8.3375,8.3904,8.9888,58.5266,6.6973,6.584,1.103,1.103,-88.6002,-46.0708,-2.164,-8.0864,0,0,0.014026,0,0,-0.0010218,0,0,0.0036891,0,0,0.14796,0,0,-0.039547,0,0,-0.0030504,-0.14338,-0.011476,-0.001757,-0.13437,-0.001486,-0.0048107,-0.29326,0.022331,0.37084,-0.10572,-0.031016,0.59078,0.50577,-0.30405,1.3488,-0.04419,0.35319,1.5334,-18.9848,1.3391E-16,-1.6294,-31.6934,1.9959E-15,-0.88571,18.178,11.2534,-1.0197,-6.3551,-7.0156,-1.1245,-166.1474,60.6064,-1.8889,10.5306,109.3046,-1.9456
-2.6389,10.4781,8.5853,8.6343,10.8356,60.6084,6.9449,6.7311,1.1324,1.1324,-88.4907,-45.9367,-2.1612,-8.9521,0,0,0.01667,0,0,-0.001361,0,0,0.0038354,0,0,0.14425,0,0,-0.048894,0,0,0.0036763,-0.14299,-0.011611,-0.0022483,-0.11715,-0.004788,0.0047812,-0.26787,0.022326,0.32749,-0.10843,-0.030678,0.58938,0.51144,-0.29284,1.2816,-0.051478,0.35599,1.5295,-18.8666,-2.1811E-16,-1.67,-28.1961,0,-0.82498,26.9997,17.622,-1.0823,-7.6937,-7.1535,-1.183,-169.429,56.7009,-1.8646,15.1916,110.7063,-2.4092
-3.121,10.2591,8.8401,8.8862,12.6156,62.2368,7.4331,7.1012,1.172,1.172,-88.3997,-46.4544,-2.0963,-9.7227,0,0,0.019165,0,0,-0.0016791,0,0,0.0039775,0,0,0.13038,0,0,-0.040881,0,0,0.0076457,-0.14257,-0.011797,-0.0027187,-0.1032,-0.0082859,0.0099708,-0.25105,0.01663,0.29502,-0.11117,-0.030598,0.58778,0.52051,-0.2859,1.2238,-0.058405,0.35864,1.5252,-18.7451,7.9057E-16,-1.6928,-24.8693,-3.9918E-16,-0.58528,29.2568,22.961,-0.87204,-9.0376,-7.4126,-1.2218,-170.1936,58.7292,-3.591,19.9925,111.6548,-2.837
-3.582,10.0405,9.1014,9.1456,14.3082,63.3637,8.0578,7.6049,1.221,1.221,-88.3236,-47.5496,-1.9727,-10.3916,0,0,0.021436,0,0,-0.0019704,0,0,0.004125,0,0,0.11056,0,0,-0.025209,0,0,0.0096517,-0.1422,-0.011995,-0.0032262,-0.093572,-0.012073,0.01115,-0.24255,0.0078127,0.27469,-0.11394,-0.030716,0.58615,0.53405,-0.28134,1.1766,-0.064789,0.36093,1.521,-18.6419,-1.2088E-15,-1.6995,-22.052,-3.9918E-16,-0.096282,26.2455,26.5774,-0.35098,-10.4247,-7.7121,-1.2423,-169.5709,65.1363,-6.7542,24.7908,112.2211,-3.2534
-4.0245,9.8251,9.3696,9.4127,15.8939,63.9643,8.7252,8.1681,1.2788,1.2788,-88.2598,-49.1447,-1.8147,-10.96,0,0,0.023448,0,0,-0.00222,0,0,0.0042959,0,0,0.088872,0,0,-0.010016,0,0,0.010107,-0.14193,-0.012124,-0.0037895,-0.0888,-0.016131,0.0092034,-0.24075,-0.0024216,0.26668,-0.11672,-0.030859,0.58467,0.55213,-0.27737,1.1398,-0.070589,0.36281,1.517,-18.5669,-8.1279E-16,-1.6886,-19.9568,1.9959E-16,0.65367,19.727,28.3164,0.45795,-11.871,-7.9502,-1.2433,-168.4917,74.065,-10.7022,29.4836,112.5872,-3.675
-4.4506,9.6163,9.6468,9.6896,17.3534,64.0361,9.3608,8.7366,1.3446,1.3446,-88.2061,-51.1666,-1.6556,-11.4376,0,0,0.025203,0,0,-0.0024077,0,0,0.004503,0,0,0.068395,0,0,-0.00010046,0,0,0.0091332,-0.14178,-0.012174,-0.0043995,-0.088951,-0.020219,0.0051813,-0.24349,-0.013077,0.27039,-0.11952,-0.030891,0.58346,0.57401,-0.2724,1.1134,-0.075819,0.36443,1.5136,-18.5134,4.5415E-16,-1.6703,-18.683,-9.9795E-16,1.5807,11.4572,28.4129,1.4483,-13.3796,-8.0723,-1.2355,-167.5283,83.661,-14.6833,34.0273,112.946,-4.1193
-4.8623,9.4188,9.936,9.9792,18.6682,63.595,9.9165,9.2765,1.418,1.418,-88.161,-53.5511,-1.5278,-11.8414,0,0,0.026743,0,0,-0.0025111,0,0,0.0047464,0,0,0.050961,0,0,0.0029267,0,0,0.0068829,-0.14172,-0.01219,-0.0050145,-0.093612,-0.023911,0.00012774,-0.24848,-0.023871,0.2846,-0.12238,-0.030798,0.58253,0.59837,-0.26542,1.0967,-0.080698,0.36578,1.5107,-18.4624,4.674E-16,-1.6608,-18.2176,4.4908E-16,2.5069,2.9538,27.4027,2.4343,-14.9383,-8.0911,-1.2358,-167.0231,92.3309,-18.1007,38.4633,113.3517,-4.596
-5.2616,9.2374,10.24,10.2841,19.8199,62.6698,10.3712,9.7724,1.4978,1.4978,-88.1224,-56.2454,-1.4567,-12.1902,0,0,0.028147,0,0,-0.002509,0,0,0.0050117,0,0,0.037036,0,0,-0.00051833,0,0,0.0038403,-0.14165,-0.012221,-0.0056089,-0.102,-0.026725,-0.0051948,-0.25401,-0.035012,0.30774,-0.12539,-0.030666,0.5817,0.62387,-0.25629,1.0898,-0.085659,0.36677,1.5082,-18.3939,-4.4284E-16,-1.668,-18.4544,1.6404E-15,3.1984,-4.7514,25.9794,3.1834,-16.539,-8.0629,-1.2527,-167.1782,99.0774,-20.719,42.9349,113.751,-5.1037
-5.6507,9.0772,10.5609,10.6063,20.7917,61.2972,10.7281,10.2229,1.5832,1.5832,-88.0874,-59.2079,-1.4594,-12.4965,0,0,0.029478,0,0,-0.002382,0,0,0.0052762,0,0,0.025932,0,0,-0.0095316,0,0,0.00097975,-0.14152,-0.012325,-0.0061553,-0.11312,-0.028174,-0.010446,-0.25906,-0.046772,0.33791,-0.12861,-0.030702,0.58081,0.64911,-0.24547,1.0926,-0.090932,0.36712,1.5061,-18.2982,-5.1691E-16,-1.6928,-19.2252,-8.2331E-16,3.4141,-11.175,24.8212,3.4596,-18.1548,-8.0753,-1.2875,-167.945,103.5241,-22.6792,47.5451,113.9669,-5.625
-6.0323,8.942,10.899,10.9459,21.5688,59.518,11.0091,10.6357,1.6728,1.6728,-88.0521,-62.4053,-1.5458,-12.7569,0,0,0.030832,0,0,-0.0021234,0,0,0.0055167,0,0,0.016042,0,0,-0.024454,0,0,-0.00033181,-0.14129,-0.012505,-0.0066186,-0.12589,-0.027941,-0.01588,-0.26391,-0.059324,0.37312,-0.13208,-0.031035,0.57967,0.6725,-0.23446,1.106,-0.096947,0.36667,1.5042,-18.1788,-6.9467E-16,-1.7278,-20.3317,-6.4867E-16,2.986,-16.6229,24.5408,3.0979,-19.7362,-8.1725,-1.3329,-168.7821,106.2984,-24.5619,52.4098,113.8758,-6.1338
-6.4099,8.8342,11.2534,11.302,22.1398,57.3757,11.251,11.0247,1.7653,1.7653,-88.0119,-65.8089,-1.7198,-12.9456,0,0,0.032346,0,0,-0.0017547,0,0,0.005716,0,0,0.0059198,0,0,-0.047916,0,0,0.0012163,-0.14097,-0.012708,-0.0069967,-0.13927,-0.025988,-0.02221,-0.26964,-0.072795,0.4113,-0.13592,-0.031558,0.5782,0.69225,-0.22504,1.1307,-0.104,0.36559,1.5025,-18.0491,-1.0291E-15,-1.7611,-21.5606,2.4949E-16,1.8958,-22.1489,25.6897,2.0779,-21.2469,-8.3131,-1.377,-168.4951,108.8534,-27.1906,57.623,113.5919,-6.6139
-6.7878,8.7539,11.622,11.6722,22.4982,54.9168,11.5016,11.4077,1.8592,1.8592,-87.9623,-69.3903,-1.9816,-13.0126,0,0,0.034215,0,0,-0.0013278,0,0,0.0058714,0,0,-0.0046176,0,0,-0.084991,0,0,0.0061524,-0.14064,-0.012847,-0.0072911,-0.15222,-0.022548,-0.030399,-0.27786,-0.087108,0.45034,-0.14021,-0.032073,0.57648,0.70594,-0.21893,1.1676,-0.1125,0.36426,1.5011,-17.9395,-7.2352E-16,-1.7742,-22.6774,-2.9939E-16,0.31104,-29.4594,28.6252,0.55861,-22.6506,-8.4145,-1.4011,-164.8272,113.1489,-31.1944,63.2873,113.3447,-7.0471
-7.1713,8.6979,12.0024,12.0539,22.6435,52.1937,11.8157,11.8044,1.9526,1.9526,-87.8996,-73.1151,-2.3286,-12.892,0,0,0.036691,0,0,-0.00092512,0,0,0.0060053,0,0,-0.013418,0,0,-0.14103,0,0,0.01361,-0.14049,-0.012751,-0.007534,-0.16363,-0.017989,-0.04115,-0.28959,-0.10204,0.48795,-0.14512,-0.032249,0.57482,0.71071,-0.2168,1.2156,-0.12279,0.36342,1.5003,-17.895,-1.1367E-15,-1.7354,-23.4257,1.5967E-15,-1.4474,-40.3235,33.3808,-1.1544,-23.9385,-8.3465,-1.3733,-154.7656,120.6132,-36.4474,69.4948,113.5389,-7.4162
-7.5667,8.66,12.3929,12.4454,22.5822,49.2663,12.2487,12.2343,2.0438,2.0438,-87.8224,-76.9374,-2.7559,-12.5169,0,0,0.03997,0,0,-0.00064655,0,0,0.0061467,0,0,-0.016509,0,0,-0.21708,0,0,0.021244,-0.14057,-0.012354,-0.007716,-0.17236,-0.012882,-0.054286,-0.30421,-0.11743,0.52184,-0.15057,-0.031979,0.57339,0.70452,-0.21819,1.2715,-0.13488,0.36332,1.5004,-17.9274,6.7206E-16,-1.6339,-23.5249,5.9877E-16,-2.9744,-55.666,39.7276,-2.6749,-25.099,-8.057,-1.283,-135.9813,131.2295,-41.9527,76.1798,114.2964,-7.7143
-7.9808,8.6311,12.7934,12.8463,22.328,46.2026,12.846,12.7109,2.1308,2.1308,-87.7319,-80.7949,-3.2555,-11.8393,0,0,0.044243,0,0,-0.00058576,0,0,0.0063083,0,0,-0.01054,0,0,-0.30562,0,0,0.026072,-0.14078,-0.01178,-0.007884,-0.17729,-0.0080832,-0.068526,-0.31896,-0.13326,0.55011,-0.15655,-0.031479,0.5722,0.68794,-0.22183,1.3294,-0.14887,0.36395,1.5017,-18.0085,8.2526E-16,-1.4958,-22.7017,0,-3.8919,-74.7764,47.3875,-3.6407,-26.2141,-7.6185,-1.1564,-108.7576,143.3983,-46.4326,83.3486,115.4445,-7.9824
-8.4208,8.5998,13.204,13.2567,21.9017,43.0767,13.6287,13.2335,2.2114,2.2114,-87.6305,-84.6051,-3.8141,-10.8482,0,0,0.049543,0,0,-0.00080159,0,0,0.0064953,0,0,0.0046628,0,0,-0.3915,0,0,0.025924,-0.14111,-0.011167,-0.0080374,-0.17767,-0.0046303,-0.082064,-0.33009,-0.14952,0.57166,-0.16278,-0.031089,0.57139,0.66437,-0.22701,1.3833,-0.16436,0.36498,1.5045,-18.1185,7.6913E-16,-1.3517,-20.7801,1.0977E-15,-3.9664,-95.4034,56.2347,-3.8209,-27.3272,-7.1463,-1.0238,-76.5305,155.2216,-49.2385,90.7513,116.6401,-8.2481
-8.8935,8.5547,13.6256,13.6775,21.33,39.9654,14.5795,13.78,2.2836,2.2836,-87.5217,-88.2642,-4.4064,-9.5771,0,0,0.055778,0,0,-0.0013071,0,0,0.0067083,0,0,0.025678,0,0,-0.4577,0,0,0.020606,-0.14152,-0.010609,-0.0082106,-0.17355,-0.0033037,-0.09332,-0.33435,-0.16569,0.58635,-0.16899,-0.030975,0.57111,0.63867,-0.23353,1.4286,-0.18075,0.36639,1.5091,-18.2354,8.2643E-16,-1.2266,-17.7862,-7.4846E-17,-3.1865,-114.5823,66.1414,-3.1829,-28.5122,-6.7059,-0.90968,-44.5167,165.5514,-50.5889,98.0609,117.705,-8.5481
-9.4039,8.4862,14.0593,14.1098,20.6438,36.9453,15.6335,14.3037,2.345,2.345,-87.4087,-91.65,-4.9898,-8.0997,0,0,0.062561,0,0,-0.0020566,0,0,0.0069315,0,0,0.047133,0,0,-0.49171,0,0,0.011993,-0.14196,-0.010182,-0.008356,-0.16575,-0.0041437,-0.10138,-0.33019,-0.18044,0.59504,-0.17463,-0.031198,0.57154,0.61537,-0.24155,1.4637,-0.19708,0.36804,1.5156,-18.322,9.4026E-16,-1.1466,-13.9943,-8.3579E-16,-1.7568,-129.7759,76.5838,-1.8895,-29.7822,-6.33,-0.83968,-17.5759,174.1656,-51.0392,104.6841,118.4951,-8.9044
-9.9546,8.3885,14.5059,14.5545,19.8766,34.0912,16.6784,14.7393,2.3935,2.3935,-87.2933,-94.6301,-5.5003,-6.5163,0,0,0.069248,0,0,-0.002933,0,0,0.0071352,0,0,0.063781,0,0,-0.48823,0,0,0.0030179,-0.14238,-0.0098839,-0.0084415,-0.15576,-0.0064923,-0.10597,-0.31776,-0.19225,0.59925,-0.17916,-0.031519,0.57299,0.59755,-0.25098,1.4893,-0.21207,0.3704,1.524,-18.3432,-2.1674E-16,-1.1259,-9.8972,6.8609E-16,0.0052992,-139.5047,86.5322,-0.21562,-31.1488,-5.9697,-0.82772,1.0577,181.2503,-50.9136,109.9165,119.2109,-9.3351
-10.5445,8.2626,14.9652,15.0118,19.0614,31.4749,17.5688,15.0145,2.427,2.427,-87.1741,-97.0749,-5.8581,-4.9344,0,0,0.07474,0,0,-0.0037182,0,0,0.0072862,0,0,0.071868,0,0,-0.44867,0,0,-0.0037173,-0.14281,-0.0096686,-0.0082998,-0.14531,-0.0094474,-0.1072,-0.29823,-0.20003,0.60081,-0.18171,-0.031599,0.57578,0.58676,-0.26201,1.5074,-0.22404,0.37377,1.5345,-18.279,1.6762E-16,-1.165,-6.0963,-2.9939E-16,1.8018,-143.2933,94.6491,1.5556,-32.4843,-5.5605,-0.87392,9.8543,187.0001,-50.1332,112.7218,120.0848,-9.8044
-11.1676,8.1184,15.4354,15.4797,18.2289,29.1626,18.1533,15.0639,2.4438,2.4438,-87.0457,-98.8737,-5.9826,-3.4508,0,0,0.077744,0,0,-0.00409,0,0,0.0073564,0,0,0.069715,0,0,-0.37966,0,0,-0.0069315,-0.14331,-0.0094345,-0.0077807,-0.13593,-0.01231,-0.10529,-0.27302,-0.20326,0.60132,-0.18159,-0.030971,0.5804,0.58296,-0.27448,1.5205,-0.23123,0.37893,1.547,-18.1221,4.023E-16,-1.2459,-3.1733,-2.9939E-16,3.4287,-141.2389,99.5911,3.1972,-33.6629,-5.0154,-0.96072,8.5903,191.2247,-48.3734,112.1171,121.5607,-10.2612
-11.8126,7.9765,15.9125,15.9548,17.4044,27.2099,18.3077,14.8419,2.4426,2.4426,-86.8978,-99.9498,-5.8132,-2.1392,0,0,0.076916,0,0,-0.0036414,0,0,0.0073176,0,0,0.057809,0,0,-0.29207,0,0,-0.0069681,-0.14394,-0.0090803,-0.0066886,-0.12898,-0.014768,-0.10041,-0.24349,-0.20219,0.60234,-0.17811,-0.029207,0.58713,0.58513,-0.28854,1.5309,-0.232,0.38627,1.561,-17.8666,-6.5491E-17,-1.3447,-1.6382,-5.9877E-16,4.7738,-133.6269,100.3591,4.5529,-34.5075,-4.275,-1.0648,-2.2294,193.642,-45.3436,107.1589,123.9764,-10.6308
-12.4615,7.8687,16.3898,16.4308,16.6066,25.6556,17.9663,14.3323,2.4226,2.4226,-86.7142,-100.2764,-5.3304,-1.0456,0,0,0.071475,0,0,-0.0019777,0,0,0.0071307,0,0,0.038643,0,0,-0.19962,0,0,-0.0055269,-0.14474,-0.0086065,-0.0049015,-0.12574,-0.016826,-0.092696,-0.21108,-0.1976,0.60515,-0.17107,-0.026087,0.59619,0.59125,-0.30419,1.5403,-0.22529,0.39622,1.5764,-17.5001,3.524E-16,-1.4514,-1.9063,-1.9959E-16,5.7796,-120.8502,96.5123,5.5375,-34.9196,-3.3565,-1.1771,-21.3547,193.979,-40.9467,97.3789,127.563,-10.8703
-13.0909,7.8381,16.8569,16.8978,15.8456,24.5143,17.1438,13.557,2.3839,2.3839,-86.4724,-99.889,-4.5692,-0.18952,0,0,0.061663,0,0,0.00118,0,0,0.0067491,0,0,0.016253,0,0,-0.11641,0,0,-0.0048374,-0.14571,-0.0080506,-0.0024039,-0.12735,-0.018473,-0.082389,-0.17798,-0.19042,0.61084,-0.1608,-0.021484,0.60748,0.59792,-0.32103,1.5504,-0.21091,0.40897,1.5925,-17.0133,9.7924E-16,-1.5615,-4.2165,9.9795E-16,6.3852,-103.6559,88.24,6.1151,-34.8764,-2.302,-1.2941,-46.3946,191.9784,-35.3329,82.8887,132.438,-10.9665
-13.6718,7.9365,17.2979,17.3406,15.1222,23.7719,15.9418,12.5819,2.327,2.327,-86.1425,-98.8938,-3.6194,0.42963,0,0,0.04904,0,0,0.0059328,0,0,0.0061279,0,0,-0.004851,0,0,-0.053212,0,0,-0.0063706,-0.14682,-0.0074261,0.00065757,-0.13412,-0.019283,-0.069993,-0.14717,-0.18142,0.61935,-0.14837,-0.015353,0.62064,0.6007,-0.33771,1.5616,-0.18974,0.42468,1.6084,-16.4067,-6.362E-16,-1.6598,-8.4396,-3.9918E-16,6.4723,-83.3942,76.3597,6.2478,-34.4852,-1.1495,-1.4019,-73.7038,187.3484,-28.9231,64.5249,138.6704,-10.9409
-14.172,8.2202,17.6906,17.738,14.4286,23.3855,14.5343,11.5143,2.2535,2.2535,-85.6876,-97.4611,-2.6071,0.82849,0,0,0.036238,0,0,0.012269,0,0,0.0052221,0,0,-0.021193,0,0,-0.014298,0,0,-0.0096987,-0.14799,-0.0066619,0.003907,-0.14473,-0.018464,-0.056298,-0.12172,-0.17092,0.62909,-0.13538,-0.0076536,0.63479,0.59503,-0.35231,1.5727,-0.16349,0.44319,1.6226,-15.6856,-7.4846E-16,-1.7093,-13.9075,5.9877E-16,5.9105,-61.9885,62.1819,5.8846,-33.9883,0.10381,-1.4665,-98.9868,179.8952,-22.3286,43.7802,146.2178,-10.8432
-14.5576,8.7457,18.0061,18.0626,13.7496,23.2882,13.1284,10.4839,2.1655,2.1655,-85.0642,-95.7998,-1.6622,1.0391,0,0,0.026223,0,0,0.020222,0,0,0.0039808,0,0,-0.031597,0,0,0.003188,0,0,-0.012581,-0.14909,-0.0056922,0.0068255,-0.15633,-0.015656,-0.04224,-0.10326,-0.15906,0.63709,-0.1239,0.0015321,0.6487,0.57862,-0.36283,1.5811,-0.13462,0.46412,1.6334,-14.8648,-3.7423E-16,-1.6652,-19.5138,-5.4887E-16,4.7322,-41.4528,47.3384,5.0553,-33.7261,1.4453,-1.4458,-118.8419,169.877,-16.1635,22.6568,154.8897,-10.7436
