LHipAngles,LKneeAngles,LAbsAnkleAngle,LAnkleAngles,RHipAngles,RKneeAngles,RAnkleAngles,RAbsAnkleAngle,LPelvisAngles,RPelvisAngles,LFootProgressAngles,RFootProgressAngles,          ,         ,LHipPower,   ,           ,LKneePower,   ,            ,LAnklePower,   ,            ,RHipPower,   ,           ,RKneePower,   ,            ,RAnklePower,   ,            ,LAnkleForce,            ,            ,RAnkleForce,           ,           ,RKneeForce,          ,       ,LKneeForce,           ,       ,RHipForce,        ,      ,LHipForce,       ,      ,LAnkleMoment,           ,          ,RAnkleMoment,           ,          ,RKneeMoment,        ,           ,LKneeMoment,        ,         ,RHipMoment,        ,        ,LHipMoment,        ,
-4.899,5.2837,7.4604,7.6572,19.7517,21.8498,6.9362,5.2064,3.7636,3.7636,-87.3855,-94.6981,-1.9853,2.3658,0,0,0.0065878,0,0,-9.4102E-06,0,0,0.00044761,0,0,-0.01668,0,0,-0.00013615,0,0,-0.0035485,-0.14055,-0.021648,-0.0076783,-0.13652,-0.0076918,-0.0059629,0.026795,-0.10374,0.57648,-0.11728,-0.04556,0.58378,0.68426,-0.28151,1.3744,-0.16211,0.38851,1.5197,-18.2931,1.7558E-15,-2.7498,-16.8231,-4.8027E-16,1.1295,12.6463,22.5874,2.8901,-14.1835,-15.1274,-2.0476,-201.8113,111.8824,-5.2757,63.4207,101.9204,-5.236
-4.9868,5.3155,7.4947,7.6926,19.7457,21.6885,6.6446,4.9797,3.6676,3.6676,-87.3872,-94.7044,-1.7033,2.6088,0,0,0.0070961,0,0,0.000019491,0,0,0.00068117,0,0,-0.017154,0,0,0.00028686,0,0,-0.0034864,-0.14053,-0.021549,-0.0086471,-0.13721,-0.0075062,-0.0042535,0.031105,-0.1011,0.57624,-0.12062,-0.044489,0.58322,0.68421,-0.28052,1.3722,-0.16724,0.38931,1.5184,-18.2912,-1.072E-15,-2.7314,-17.1521,-3.9294E-16,1.1153,15.202,20.8408,2.9774,-15.3096,-14.7947,-2.0318,-204.2551,110.208,-4.3732,66.6548,102.7618,-5.6033
-5.0803,5.3527,7.5456,7.7446,19.7235,21.5532,6.366,4.7632,3.57,3.57,-87.3937,-94.6794,-1.4287,2.8448,0,0,0.0077178,0,0,0.000081195,0,0,0.00093268,0,0,-0.017742,0,0,0.00052519,0,0,-0.0033871,-0.14048,-0.021473,-0.0098467,-0.13789,-0.0075608,-0.0028344,0.03506,-0.098786,0.57636,-0.12485,-0.043129,0.58258,0.68452,-0.27928,1.3707,-0.17371,0.39061,1.5169,-18.269,3.3876E-16,-2.7247,-17.4488,-2.4949E-17,1.1901,17.4957,19.4435,3.1493,-16.7455,-14.409,-2.0297,-206.7398,108.6803,-3.5426,70.7797,103.8814,-6.0843
-5.1801,5.3952,7.6142,7.8143,19.6853,21.4369,6.105,4.5603,3.4722,3.4722,-87.4043,-94.6334,-1.1645,3.0707,0,0,0.0084831,0,0,0.00018142,0,0,0.0011899,0,0,-0.018306,0,0,0.00065629,0,0,-0.0032398,-0.14042,-0.021432,-0.011197,-0.1385,-0.0076911,-0.0017459,0.038401,-0.096594,0.57678,-0.12983,-0.041565,0.58196,0.68482,-0.27762,1.3703,-0.18142,0.39248,1.5154,-18.2289,-7.1377E-16,-2.7311,-17.6992,9.9795E-17,1.3183,19.3815,18.3204,3.3679,-18.4132,-14.0023,-2.0429,-208.9872,107.1468,-2.793,75.6505,105.2372,-6.652
-5.2866,5.4427,7.701,7.9021,19.6325,21.3347,5.8657,4.3738,3.376,3.376,-87.4175,-94.5751,-0.91421,3.2809,0,0,0.0094113,0,0,0.00031722,0,0,0.0014395,0,0,-0.018722,0,0,0.00072532,0,0,-0.0030338,-0.14035,-0.021422,-0.01259,-0.139,-0.0077635,-0.00094297,0.041082,-0.094321,0.57753,-0.13525,-0.039899,0.58133,0.68508,-0.27539,1.371,-0.18997,0.39472,1.5139,-18.1757,-1.4177E-15,-2.7485,-17.8902,-4.366E-16,1.4595,20.8168,17.3829,3.5901,-20.189,-13.6051,-2.0691,-210.9243,105.442,-2.1321,80.9751,106.7186,-7.2617
-5.4007,5.4947,7.8055,8.0075,19.5673,21.244,5.6505,4.2059,3.2828,3.2828,-87.431,-94.511,-0.6817,3.4687,0,0,0.010527,0,0,0.00047719,0,0,0.0016703,0,0,-0.018881,0,0,0.00074559,0,0,-0.0027673,-0.14028,-0.021437,-0.013946,-0.13935,-0.0076928,-0.00038243,0.04313,-0.091893,0.57857,-0.14092,-0.038262,0.58071,0.6852,-0.27256,1.3729,-0.19923,0.39722,1.5125,-18.1186,1.9768E-15,-2.7715,-18.0021,-3.3681E-16,1.5776,21.8089,16.5836,3.776,-21.9744,-13.2473,-2.1026,-212.5336,103.5052,-1.5794,86.5799,108.2141,-7.8742
-5.5233,5.5501,7.9269,8.1295,19.4932,21.1642,5.4603,4.0575,3.1941,3.1941,-87.4427,-94.4446,-0.47015,3.6274,0,0,0.011824,0,0,0.00063844,0,0,0.001876,0,0,-0.018674,0,0,0.00071753,0,0,-0.0024597,-0.1402,-0.021443,-0.015165,-0.1395,-0.0074364,0.000045411,0.044719,-0.08919,0.57987,-0.14655,-0.036774,0.57999,0.68524,-0.26908,1.3756,-0.20887,0.39966,1.5109,-18.0651,4.1322E-17,-2.7906,-18.0133,-4.6155E-16,1.6471,22.4374,15.8553,3.8961,-23.6448,-12.9464,-2.1336,-213.9251,101.2474,-1.1353,92.1952,109.5641,-8.4398
-5.6553,5.6073,8.0637,8.2663,19.4141,21.0964,5.2924,3.927,3.1115,3.1115,-87.4505,-94.3755,-0.28076,3.752,0,0,0.013295,0,0,0.00077111,0,0,0.002052,0,0,-0.018021,0,0,0.00063724,0,0,-0.0021577,-0.14011,-0.02144,-0.016192,-0.1394,-0.0070138,0.00045367,0.046104,-0.086194,0.58133,-0.15199,-0.035573,0.57914,0.68544,-0.26503,1.3789,-0.21879,0.40183,1.5093,-18.0168,-1.1508E-15,-2.8056,-17.9091,-4.366E-16,1.6558,22.8318,15.1571,3.9353,-25.1323,-12.7241,-2.1618,-215.2964,98.6691,-0.79481,97.6931,110.6455,-8.9363
-5.7977,5.6635,8.2141,8.4163,19.3346,21.043,5.1396,3.8093,3.0361,3.0361,-87.4526,-94.2991,-0.11152,3.8392,0,0,0.01492,0,0,0.00084087,0,0,0.0021925,0,0,-0.016853,0,0,0.00050259,0,0,-0.0019277,-0.13999,-0.021454,-0.016986,-0.1391,-0.0064404,0.00090687,0.047453,-0.082988,0.58294,-0.1571,-0.034718,0.57812,0.68583,-0.26057,1.3825,-0.22887,0.40354,1.5075,-17.9738,3.1966E-16,-2.8254,-17.7031,2.7444E-16,1.5924,23.1223,14.4585,3.8844,-26.385,-12.5857,-2.1956,-216.7803,95.8262,-0.55105,102.9528,111.3821,-9.3561
-5.9511,5.7155,8.3757,8.5768,19.2598,21.0066,4.99,3.6958,2.9695,2.9695,-87.4479,-94.2066,0.043242,3.8881,0,0,0.016678,0,0,0.00081368,0,0,0.002294,0,0,-0.015121,0,0,0.00031744,0,0,-0.0018328,-0.13987,-0.021477,-0.017538,-0.13875,-0.0056624,0.0014809,0.048811,-0.079529,0.58471,-0.16179,-0.034178,0.57704,0.68631,-0.25577,1.3862,-0.23902,0.40484,1.5055,-17.9408,1.9538E-15,-2.8494,-17.4486,1.2474E-17,1.4387,23.4378,13.6452,3.7339,-27.3847,-12.512,-2.2343,-218.422,92.6518,-0.36707,107.9141,111.8331,-9.6966
-6.1164,5.7588,8.5457,8.7452,19.1944,20.9897,4.8289,3.5754,2.913,2.913,-87.4356,-94.0867,0.19193,3.9016,0,0,0.018554,0,0,0.00066048,0,0,0.002363,0,0,-0.012847,0,0,0.000084787,0,0,-0.0019131,-0.1398,-0.021417,-0.017871,-0.13848,-0.0045991,0.0022787,0.050217,-0.075657,0.58666,-0.166,-0.033768,0.57592,0.68697,-0.25054,1.39,-0.24902,0.40592,1.5035,-17.9294,-1.263E-15,-2.8552,-17.2142,2.1207E-16,1.181,23.9166,12.5339,3.4823,-28.1298,-12.4419,-2.2548,-220.2974,88.9664,-0.17332,112.4994,112.1749,-9.9427
-6.294,5.7887,8.7215,8.9187,19.1426,20.9932,4.6415,3.437,2.8677,2.8677,-87.4156,-93.929,0.3444,3.8857,0,0,0.020525,0,0,0.00036557,0,0,0.0024158,0,0,-0.010094,0,0,-0.00020022,0,0,-0.0021813,-0.13979,-0.021225,-0.018015,-0.13841,-0.0032229,0.0033916,0.051696,-0.071262,0.58867,-0.16967,-0.033402,0.57484,0.68747,-0.24497,1.3934,-0.25871,0.40683,1.5012,-17.9476,-1.9663E-15,-2.8268,-17.0688,9.9795E-17,0.82204,24.6876,10.9593,3.1449,-28.6405,-12.3538,-2.2409,-222.374,84.6669,0.10977,116.6463,112.5081,-10.0887
-6.4843,5.8003,8.901,9.0956,19.1078,21.0164,4.4155,3.2707,2.8348,2.8348,-87.3888,-93.7258,0.51062,3.8498,0,0,0.022555,0,0,-0.000064921,0,0,0.0024693,0,0,-0.0069732,0,0,-0.00053968,0,0,-0.0026226,-0.13985,-0.020931,-0.018012,-0.13867,-0.0015152,0.0048555,0.053269,-0.066324,0.59064,-0.17274,-0.033018,0.5738,0.68791,-0.23913,1.3964,-0.26777,0.40765,1.4988,-17.9909,-1.4314E-15,-2.7676,-17.0785,8.7321E-17,0.37236,25.8337,8.8033,2.7451,-28.9666,-12.2453,-2.1959,-224.6564,79.7254,0.55153,120.2852,112.8956,-10.1546
-6.6873,5.7898,9.0832,9.275,19.0917,21.0559,4.1435,3.0706,2.8154,2.8154,-87.357,-93.4756,0.69899,3.8054,0,0,0.024596,0,0,-0.00060482,0,0,0.002535,0,0,-0.0036531,0,0,-0.00090752,0,0,-0.0031902,-0.13994,-0.020564,-0.01786,-0.13933,0.00052619,0.0066331,0.05487,-0.060917,0.59237,-0.17506,-0.032605,0.57284,0.68808,-0.2333,1.3984,-0.2758,0.4083,1.4962,-18.0435,-1.2241E-15,-2.69,-17.296,1.1522E-16,-0.14433,27.3514,6.0194,2.3175,-29.1278,-12.1208,-2.1323,-226.991,74.2407,1.2039,123.268,113.3335,-10.1579
-6.9026,5.7544,9.2674,9.4568,19.0945,21.1057,3.8262,2.8363,2.8103,2.8103,-87.3221,-93.1847,0.91499,3.7658,0,0,0.026612,0,0,-0.0012148,0,0,0.0026143,0,0,-0.00034135,0,0,-0.0012206,0,0,-0.0038018,-0.13999,-0.020211,-0.0176,-0.1404,0.002789,0.0086221,0.056405,-0.055278,0.59362,-0.17668,-0.032262,0.57193,0.68779,-0.22789,1.399,-0.28277,0.40852,1.4935,-18.0841,1.0229E-15,-2.616,-17.7352,-1.7776E-16,-0.6687,29.1604,2.6872,1.9262,-29.1992,-12.0108,-2.0721,-229.1481,68.5093,2.099,125.6458,113.7021,-10.1402
-7.1294,5.693,9.4533,9.641,19.1144,21.158,3.4728,2.5741,2.8205,2.8205,-87.2858,-92.8685,1.1604,3.7429,0,0,0.028542,0,0,-0.0018517,0,0,0.0027051,0,0,0.0027095,0,0,-0.0013216,0,0,-0.0043492,-0.14,-0.019905,-0.017254,-0.14178,0.0050346,0.010653,0.057699,-0.049773,0.59407,-0.1776,-0.031988,0.57108,0.68678,-0.22333,1.3977,-0.28843,0.4083,1.4909,-18.1032,1.7168E-15,-2.5569,-18.3661,9.3558E-17,-1.1066,31.0978,-0.97712,1.6628,-29.2228,-11.9153,-2.0268,-230.786,62.9751,3.2417,127.3968,113.9729,-10.1244
-7.3664,5.6059,9.6403,9.8275,19.1479,21.2032,3.0998,2.296,2.8466,2.8466,-87.2487,-92.5498,1.4333,3.7445,0,0,0.030389,0,0,-0.0024783,0,0,0.0028077,0,0,0.0051776,0,0,-0.00099848,0,0,-0.0047247,-0.13997,-0.019671,-0.016903,-0.14332,0.0070151,0.012475,0.058407,-0.044841,0.59362,-0.17806,-0.031816,0.57031,0.68456,-0.22018,1.3946,-0.2931,0.40742,1.4883,-18.1031,-3.4324E-16,-2.5186,-19.1326,-1.3722E-16,-1.363,32.8956,-4.6564,1.6138,-29.2914,-11.8383,-2.0016,-231.4222,58.1982,4.5905,128.7471,114.0713,-10.1433
-7.6122,5.4954,9.828,10.0165,19.1894,21.2312,2.729,2.0183,2.8889,2.8889,-87.2109,-92.2574,1.7284,3.77,0,0,0.032118,0,0,-0.0030566,0,0,0.002928,0,0,0.0067244,0,0,-0.000059174,0,0,-0.0048366,-0.13992,-0.019515,-0.01657,-0.14491,0.0085511,0.013758,0.058017,-0.040935,0.59225,-0.17811,-0.031672,0.56968,0.68074,-0.21875,1.3902,-0.29663,0.40612,1.4861,-18.0896,7.7049E-16,-2.5022,-19.9773,-7.4846E-17,-1.3723,34.1991,-7.9764,1.8337,-29.4304,-11.7596,-1.9975,-230.5157,54.6939,6.0483,129.6897,114.0696,-10.2061
-7.865,5.3651,10.0166,10.2088,19.2316,21.2327,2.3862,1.7608,2.9477,2.9477,-87.1722,-92.0232,2.0359,3.809,0,0,0.033719,0,0,-0.00355,0,0,0.003074,0,0,0.0070841,0,0,0.0015491,0,0,-0.0045946,-0.13987,-0.019422,-0.016313,-0.14648,0.0095649,0.014145,0.055957,-0.038444,0.59028,-0.1779,-0.031511,0.56916,0.67496,-0.21937,1.3852,-0.29924,0.40432,1.4843,-18.0648,1.4283E-15,-2.5048,-20.8455,4.366E-17,-1.1191,34.625,-10.5542,2.3237,-29.6901,-11.6536,-2.0114,-227.5673,52.9166,7.4628,130.3664,113.9723,-10.3267
-8.1232,5.2205,10.2071,10.4056,19.2663,21.2001,2.1011,1.5459,3.0229,3.0229,-87.1317,-91.8802,2.3403,3.8403,0,0,0.035172,0,0,-0.0039196,0,0,0.0032496,0,0,0.0061437,0,0,0.0036331,0,0,-0.0038809,-0.13981,-0.019344,-0.01613,-0.14788,0.010125,0.01335,0.051728,-0.037549,0.58792,-0.17755,-0.031214,0.56882,0.66697,-0.22185,1.3806,-0.30105,0.40233,1.483,-18.0253,-1.1851E-15,-2.518,-21.6638,-3.2356E-16,-0.66003,33.8354,-12.0703,3.0068,-30.0793,-11.4708,-2.0354,-222.1805,53.0283,8.6322,130.851,113.9202,-10.5027
-8.3849,5.0683,10.4009,10.6089,19.2849,21.129,1.9066,1.3984,3.1139,3.1139,-87.088,-91.8598,2.62,3.8342,0,0,0.036483,0,0,-0.004129,0,0,0.0034517,0,0,0.0039716,0,0,0.0057375,0,0,-0.0025553,-0.13975,-0.019253,-0.016026,-0.14896,0.01043,0.011263,0.04519,-0.038232,0.58552,-0.17717,-0.030705,0.56866,0.65698,-0.22597,1.3771,-0.30238,0.40023,1.4822,-17.97,-3.3837E-16,-2.5377,-22.3433,-2.5261E-16,-0.1219,31.6619,-12.3238,3.7288,-30.5886,-11.1754,-2.0657,-214.3178,54.9803,9.3318,131.2721,113.9879,-10.7288
-8.6484,4.9162,10.5993,10.8202,19.2791,21.0189,1.8369,1.3436,3.2201,3.2201,-87.0391,-91.9881,2.8473,3.7592,0,0,0.037701,0,0,-0.0041544,0,0,0.0036737,0,0,0.00078752,0,0,0.0072619,0,0,-0.00052026,-0.13972,-0.019124,-0.015963,-0.14953,0.010723,0.0079857,0.036544,-0.040217,0.58326,-0.17694,-0.029917,0.56879,0.64529,-0.23112,1.3752,-0.30371,0.39822,1.4823,-17.9058,6.1748E-16,-2.5626,-22.786,4.9898E-17,0.33715,28.1268,-11.2781,4.2998,-31.1858,-10.7402,-2.1011,-204.2173,58.4094,9.3691,131.8133,114.2713,-10.9941
-8.9126,4.7719,10.8032,11.0408,19.2416,20.8722,1.9246,1.4049,3.3403,3.3403,-86.9821,-92.2825,2.9919,3.5881,0,0,0.038941,0,0,-0.0040002,0,0,0.0039117,0,0,-0.0031017,0,0,0.0076699,0,0,0.0021686,-0.13979,-0.018952,-0.015962,-0.14942,0.011172,0.0038315,0.0264,-0.043018,0.5813,-0.17716,-0.028806,0.56918,0.63281,-0.23667,1.3752,-0.30573,0.39645,1.4831,-17.849,4.101E-16,-2.5926,-22.8896,-3.7423E-16,0.57443,23.4496,-9.0473,4.5444,-31.8582,-10.1567,-2.1416,-192.5256,62.7957,8.6254,132.7781,114.81,-11.2937
-9.1771,4.6419,11.0133,11.2717,19.1668,20.6945,2.1952,1.6016,3.4732,3.4732,-86.9139,-92.7484,3.0256,3.3052,0,0,0.040356,0,0,-0.0037033,0,0,0.0041651,0,0,-0.0073929,0,0,0.0066568,0,0,0.0052069,-0.13994,-0.018767,-0.01599,-0.14843,0.011849,-0.00079478,0.015569,-0.046218,0.57961,-0.17808,-0.027475,0.56972,0.62042,-0.2421,1.3769,-0.30915,0.39482,1.4846,-17.8108,5.6135E-16,-2.63,-22.5484,-1.2474E-16,0.48703,17.9544,-5.7961,4.3318,-32.5804,-9.4708,-2.1895,-180.011,67.6733,7.0442,134.4575,115.4882,-11.6167
-9.4431,4.5304,11.2298,11.5137,19.0511,20.493,2.6608,1.9434,3.617,3.617,-86.8321,-93.3754,2.9292,2.9109,0,0,0.042138,0,0,-0.0033383,0,0,0.0044326,0,0,-0.011852,0,0,0.0042718,0,0,0.008031,-0.14017,-0.018622,-0.016078,-0.14637,0.012695,-0.0054055,0.0050544,-0.049446,0.57798,-0.17995,-0.026066,0.57035,0.60917,-0.24714,1.3799,-0.31455,0.3932,1.4869,-17.7956,1.5655E-15,-2.6743,-21.6689,-2.3701E-16,0.032351,12.0522,-1.732,3.6051,-33.3749,-8.7499,-2.2445,-167.5928,72.6798,4.6575,137.1196,116.1418,-11.9639
-9.7131,4.438,11.4528,11.7674,18.8927,20.276,3.3127,2.4265,3.7696,3.7696,-86.7347,-94.134,2.6994,2.4246,0,0,0.044435,0,0,-0.0029909,0,0,0.004706,0,0,-0.016338,0,0,0.00093807,0,0,0.0099615,-0.14047,-0.018511,-0.016205,-0.14308,0.013582,-0.0095095,-0.0042217,-0.05233,0.57607,-0.18275,-0.024678,0.57098,0.59982,-0.25148,1.3833,-0.32198,0.3915,1.4898,-17.8096,-6.8297E-16,-2.7075,-20.2044,-5.7694E-17,-0.76661,6.1693,2.8838,2.3977,-34.2288,-8.0501,-2.2893,-156.1166,77.4929,1.6048,140.74,116.6317,-12.3096
-9.9914,4.3622,11.6819,12.0333,18.6919,20.0524,4.1176,3.0295,3.9285,3.9285,-86.6208,-94.9743,2.3538,1.883,0,0,0.047368,0,0,-0.0027475,0,0,0.004976,0,0,-0.020853,0,0,-0.0026356,0,0,0.01048,-0.14083,-0.018425,-0.016381,-0.13866,0.014275,-0.012664,-0.011195,-0.054797,0.57383,-0.18636,-0.023449,0.57159,0.59351,-0.25545,1.3867,-0.33123,0.38947,1.4935,-17.8549,-2.9939E-16,-2.7091,-18.2012,-3.1186E-16,-1.8131,0.82737,7.8078,0.84797,-35.1604,-7.4324,-2.3041,-146.6493,82.1229,-1.8694,145.1555,116.7655,-12.6352
-10.2831,4.298,11.9178,12.3127,18.4507,19.8309,5.017,3.7116,4.0908,4.0908,-86.4905,-95.827,1.9319,1.3372,0,0,0.05095,0,0,-0.0026674,0,0,0.0052372,0,0,-0.025573,0,0,-0.0056111,0,0,0.0094981,-0.1412,-0.018358,-0.016582,-0.13342,0.014425,-0.014518,-0.01477,-0.057008,0.57143,-0.19033,-0.022417,0.57216,0.59131,-0.25962,1.3898,-0.34139,0.38716,1.498,-17.9196,7.9213E-16,-2.6681,-15.8139,4.9898E-17,-2.9339,-3.3789,12.7985,-0.80661,-36.1706,-6.9273,-2.2789,-140.3378,86.8057,-5.4116,149.8646,116.4757,-12.9273
-10.5937,4.2394,12.1618,12.6078,18.1725,19.6199,5.9319,4.4147,4.2534,4.2534,-86.3447,-96.6085,1.4909,0.84509,0,0,0.055023,0,0,-0.0027594,0,0,0.0054906,0,0,-0.030802,0,0,-0.0072398,0,0,0.0074466,-0.14154,-0.018351,-0.016815,-0.12798,0.01364,-0.014886,-0.014058,-0.059289,0.56955,-0.19421,-0.021659,0.57277,0.59402,-0.26503,1.393,-0.35154,0.3844,1.5031,-17.9729,1.4782E-15,-2.5932,-13.307,2.4949E-16,-3.8947,-5.8845,17.5875,-2.2615,-37.3185,-6.5593,-2.2236,-138.2264,91.9521,-8.5863,154.3188,115.6576,-13.2092
-10.9277,4.1821,12.4159,12.9215,17.8623,19.4272,6.7729,5.0697,4.413,4.413,-86.1837,-97.2291,1.0974,0.46267,0,0,0.059173,0,0,-0.0029452,0,0,0.0057333,0,0,-0.036918,0,0,-0.0071032,0,0,0.0050634,-0.14177,-0.01844,-0.017044,-0.12314,0.011581,-0.013861,-0.0087793,-0.062032,0.56902,-0.19733,-0.021134,0.5736,0.60214,-0.27263,1.3969,-0.36012,0.3814,1.509,-17.97,-1.4813E-15,-2.5032,-11.0157,-1.9959E-16,-4.4344,-6.3428,21.8932,-3.2006,-38.6312,-6.313,-2.1578,-140.9108,97.9418,-10.9517,157.6789,114.3865,-13.5054
-11.2873,4.1263,12.6819,13.2559,17.5252,19.2606,7.4518,5.6058,4.5657,4.5657,-86.0058,-97.6047,0.81539,0.23295,0,0,0.062667,0,0,-0.0030313,0,0,0.0059494,0,0,-0.044086,0,0,-0.0052785,0,0,0.0029725,-0.14185,-0.018625,-0.017194,-0.11969,0.0079964,-0.01185,0.00051198,-0.065779,0.57064,-0.1989,-0.020766,0.57493,0.61465,-0.28339,1.4024,-0.36545,0.37843,1.5157,-17.8709,-3.1186E-18,-2.415,-9.2802,-9.9795E-17,-4.3167,-4.7468,25.5138,-3.3597,-40.0851,-6.1515,-2.0989,-148.1249,105.148,-12.172,158.9803,112.8223,-13.8231
-11.6706,4.0801,12.9605,13.612,17.1672,19.1281,7.8935,5.9616,4.7082,4.7082,-85.8052,-97.6687,0.69505,0.17584,0,0,0.064513,0,0,-0.0026896,0,0,0.0061078,0,0,-0.052094,0,0,-0.0023131,0,0,0.0013562,-0.14186,-0.018851,-0.01718,-0.11842,0.0029306,-0.0094815,0.012472,-0.071011,0.57507,-0.1982,-0.020322,0.5772,0.63005,-0.29797,1.4106,-0.36593,0.37614,1.5235,-17.6549,7.204E-16,-2.3363,-8.4053,1.4969E-16,-3.427,-1.4423,28.3066,-2.6178,-41.617,-5.9977,-2.0548,-158.9081,113.715,-12.1079,157.2878,111.3551,-14.1506
-12.0708,4.0615,13.2504,13.988,16.7939,19.0384,8.0478,6.0964,4.837,4.837,-85.5707,-97.3826,0.76224,0.28175,0,0,0.063557,0,0,-0.0014624,0,0,0.0061662,0,0,-0.060071,0,0,0.00093767,0,0,-0.000044437,-0.14189,-0.019017,-0.016841,-0.12,-0.0030334,-0.0074971,0.024679,-0.077865,0.58254,-0.19443,-0.019486,0.58092,0.64516,-0.316,1.4223,-0.35976,0.37553,1.5323,-17.3171,-7.7965E-16,-2.2699,-8.6405,2.4949E-17,-1.868,2.8226,30.1241,-1.075,-43.0512,-5.7599,-2.0273,-171.254,123.2358,-10.8769,151.5451,110.5511,-14.4376
-12.4751,4.1002,13.5476,14.3785,16.4102,19.0016,7.9018,6.0004,4.949,4.949,-85.2852,-96.7452,1.011,0.51197,0,0,0.058875,0,0,0.0011873,0,0,0.0060725,0,0,-0.066553,0,0,0.0035785,0,0,-0.0016214,-0.14209,-0.019009,-0.016052,-0.12482,-0.0086936,-0.0066129,0.033888,-0.085998,0.59295,-0.18712,-0.017859,0.58655,0.65586,-0.3364,1.4382,-0.34569,0.37767,1.5422,-16.856,1.0104E-15,-2.2172,-10.1249,-6.2372E-18,0.0039038,6.9992,30.7983,0.92203,-44.2196,-5.3256,-2.0165,-182.4017,132.7734,-8.8587,141.0142,111.0764,-14.6388
-12.8639,4.2383,13.844,14.7734,16.0198,19.0285,7.4911,5.7031,5.0414,5.0414,-84.9246,-95.7983,1.3999,0.80734,0,0,0.050128,0,0,0.0057823,0,0,0.005762,0,0,-0.069975,0,0,0.0049896,0,0,-0.0034671,-0.14253,-0.01868,-0.014699,-0.13271,-0.012529,-0.0072466,0.036934,-0.094618,0.60535,-0.17593,-0.01498,0.59442,0.65765,-0.35711,1.4582,-0.32262,0.38385,1.5529,-16.2682,7.048E-16,-2.1743,-12.7885,2.7444E-16,1.6657,10.0565,30.1811,2.8609,-44.922,-4.5634,-2.0167,-189.4317,141.0184,-6.5928,125.1521,113.684,-14.7006
-13.2116,4.529,14.1265,15.1563,15.624,19.1297,6.9036,5.2744,5.1122,5.1122,-84.4571,-94.6249,1.8562,1.1042,0,0,0.038181,0,0,0.012722,0,0,0.0051618,0,0,-0.069486,0,0,0.0050344,0,0,-0.0050916,-0.14324,-0.017897,-0.01284,-0.14257,-0.013338,-0.0091993,0.032093,-0.10251,0.61813,-0.16135,-0.010299,0.6046,0.64729,-0.37593,1.4806,-0.29074,0.39519,1.5637,-15.5442,-2.2828E-15,-2.1326,-16.265,-3.4928E-16,2.6382,11.4136,28.1792,4.2468,-45.0935,-3.3148,-2.0166,-190.3672,146.698,-4.5666,104.2406,119.0672,-14.6174
-13.4869,5.0342,14.3745,15.5029,15.2214,19.3122,6.2684,4.8135,5.1599,5.1599,-83.8427,-93.3377,2.2908,1.3519,0,0,0.025297,0,0,0.022234,0,0,0.0042014,0,0,-0.065387,0,0,0.0040612,0,0,-0.0055431,-0.14419,-0.016569,-0.010739,-0.15251,-0.010971,-0.0117,0.019894,-0.1086,0.62885,-0.14476,-0.0032651,0.61681,0.62384,-0.39107,1.5022,-0.25172,0.41255,1.574,-14.6747,-2.1331E-15,-2.0768,-19.9151,1.4969E-16,2.7219,11.1482,24.9611,4.8102,-44.8447,-1.4194,-1.998,-184.7968,149.1835,-3.0672,79.5529,127.7179,-14.4435
-13.6554,5.8201,14.5579,15.7787,14.8076,19.5752,5.7272,4.4283,5.184,5.184,-83.0328,-92.0586,2.6211,1.5246,0,0,0.014652,0,0,0.034435,0,0,0.0028408,0,0,-0.058858,0,0,0.0027061,0,0,-0.0040006,-0.14529,-0.014742,-0.0088666,-0.16044,-0.0065371,-0.013855,0.0027262,-0.11257,0.63512,-0.12842,0.0063719,0.63046,0.58886,-0.40196,1.5192,-0.20845,0.43575,1.583,-13.6697,-4.4908E-16,-1.9897,-23.0139,8.7321E-17,2.0872,9.8084,21.1049,4.602,-44.458,1.1848,-1.9397,-173.8002,148.9278,-2.1678,53.1924,139.5196,-14.2895
-13.6818,6.9503,14.6366,15.9378,14.3747,19.908,5.3976,4.2089,5.1846,5.1846,-81.9705,-90.8941,2.7928,1.6224,0,0,0.0092019,0,0,0.049506,0,0,0.0010853,0,0,-0.051254,0,0,0.0015412,0,0,-0.00046279,-0.14648,-0.012561,-0.0078326,-0.16497,-0.0017631,-0.015037,-0.016372,-0.11469,0.63561,-0.11509,0.018468,0.64476,0.54581,-0.40892,1.5292,-0.16461,0.46379,1.59,-12.5813,-7.4846E-17,-1.8399,-25.0359,0,1.1332,8.054,17.3713,3.9047,-44.3163,4.427,-1.808,-159.3627,147.0156,-1.782,27.7574,153.7555,-14.2851
-13.533,8.4797,14.5604,15.9232,13.9134,20.2894,5.3464,4.2087,5.1629,5.1629,-80.593,-89.9167,2.7905,1.6619,0,0,0.01025,0,0,0.067948,0,0,-0.0010176,0,0,-0.043608,0,0,0.00081719,0,0,0.004134,-0.14788,-0.010236,-0.0084347,-0.16588,0.001976,-0.015011,-0.034807,-0.11534,0.63048,-0.10805,0.032638,0.6588,0.49888,-0.4124,1.5313,-0.12444,0.4948,1.5953,-11.5439,3.6176E-16,-1.5856,-25.8187,-4.2881E-17,0.23563,6.3762,14.3273,3.039,-44.8781,8.1558,-1.5596,-143.6624,144.3855,-1.7535,6.1527,169.2701,-14.571
